"getMessages","29.93,14.45","9139","83118","2018-05-12 21:56:43.572275"
"getMessages","26.98,11.97","3184","35959","2018-05-12 21:56:43.622606"
"getHot","7.11,9.53","8500","2601","2018-05-12 21:56:43.672970"
"getMessages","20.18,14.03","6836","53833","2018-05-12 21:56:43.723301"
"getHot","28.71,2.78","2954","52375","2018-05-12 21:56:43.774822"
"postMessage","30.13,12.76","7024","39303","2018-05-12 21:56:43.825229"
"getMessages","17.87,1.34","7365","14559","2018-05-12 21:56:43.875604"
"getFeed","5.46,6.89","6513","39100","2018-05-12 21:56:43.925956"
"getMessages","14.57,4.85","3710","63589","2018-05-12 21:56:43.976269"
"getComments","25.44,25.68","8103","44578","2018-05-12 21:56:44.026628"
"postMessage","32.25,10.48","8174","81226","2018-05-12 21:56:44.077023"
"getMessages","27.04,22.59","5259","36547","2018-05-12 21:56:44.127403"
"postMessage","15.99,32.94","7218","6741","2018-05-12 21:56:44.177713"
"getFeed","12.86,29.64","1201","62737","2018-05-12 21:56:44.228049"
"getFeed","15.60,17.42","2881","37189","2018-05-12 21:56:44.278364"
"getMessages","14.09,21.05","6787","58634","2018-05-12 21:56:44.328730"
"getMessages","12.09,32.85","6071","90948","2018-05-12 21:56:44.379086"
"getHot","29.35,4.78","1933","69406","2018-05-12 21:56:44.429469"
"getComments","9.65,12.99","5864","15717","2018-05-12 21:56:44.479807"
"getMessages","18.61,24.45","9707","99616","2018-05-12 21:56:44.530137"
"postComment","12.46,18.53","3773","24221","2018-05-12 21:56:44.580481"
"getMessages","22.29,5.65","6349","14547","2018-05-12 21:56:44.630825"
"getFeed","10.22,32.40","1033","42269","2018-05-12 21:56:44.681143"
"postMessage","21.99,19.39","933","66118","2018-05-12 21:56:44.731493"
"getFeed","15.56,12.12","5615","48276","2018-05-12 21:56:44.781897"
"getMessages","11.86,14.69","3626","69400","2018-05-12 21:56:44.832275"
"postMessage","25.81,27.13","5234","56877","2018-05-12 21:56:44.882644"
"getHot","28.13,27.22","6767","82230","2018-05-12 21:56:44.932971"
"getMessages","6.50,5.54","3513","73757","2018-05-12 21:56:44.983282"
"getFeed","17.68,9.57","4718","85920","2018-05-12 21:56:45.033620"
"getFeed","20.11,19.19","8385","5662","2018-05-12 21:56:45.083949"
"getFeed","4.84,31.67","3239","19568","2018-05-12 21:56:45.134275"
"getMessages","29.02,8.96","5167","8858","2018-05-12 21:56:45.184647"
"getHot","28.24,4.90","38","88531","2018-05-12 21:56:45.234977"
"postMessage","14.23,20.08","1798","51290","2018-05-12 21:56:45.285333"
"postMessage","1.10,17.03","4029","47955","2018-05-12 21:56:45.335729"
"getMessages","8.62,27.92","2023","88984","2018-05-12 21:56:45.386104"
"getMessages","22.72,31.08","1108","31983","2018-05-12 21:56:45.436436"
"getFeed","31.51,24.22","6326","80156","2018-05-12 21:56:45.486843"
"postComment","32.93,3.20","7406","37390","2018-05-12 21:56:45.537161"
"postMessage","19.99,13.42","8839","12641","2018-05-12 21:56:45.587480"
"postMessage","24.39,19.28","6175","57112","2018-05-12 21:56:45.637780"
"postComment","10.50,31.81","7309","11170","2018-05-12 21:56:45.689678"
"getFeed","28.57,29.69","9660","16008","2018-05-12 21:56:45.739966"
"getMessages","19.98,24.36","6809","12995","2018-05-12 21:56:45.790268"
"getMessages","8.15,19.82","1257","20781","2018-05-12 21:56:45.840554"
"getMessages","29.87,21.92","4237","45703","2018-05-12 21:56:45.890980"
"getHot","12.15,25.23","401","62472","2018-05-12 21:56:45.941335"
"getMessages","29.29,25.26","1316","27629","2018-05-12 21:56:45.991676"
"getHot","3.78,8.88","7546","95250","2018-05-12 21:56:46.041992"
"getMessages","16.06,8.41","3428","31816","2018-05-12 21:56:46.092303"
"postMessage","28.11,16.20","5684","11655","2018-05-12 21:56:46.142644"
"postMessage","20.57,26.11","8635","13165","2018-05-12 21:56:46.192985"
"getMessages","13.57,22.92","3187","87414","2018-05-12 21:56:46.243296"
"getMessages","3.10,15.53","3391","33157","2018-05-12 21:56:46.293673"
"getMessages","16.35,16.28","5017","13506","2018-05-12 21:56:46.344024"
"getMessages","20.16,27.41","5588","41563","2018-05-12 21:56:46.394336"
"getComments","18.36,10.24","6595","10400","2018-05-12 21:56:46.444721"
"getMessages","24.23,13.04","3511","65436","2018-05-12 21:56:46.495117"
"getMessages","26.72,19.27","9661","76598","2018-05-12 21:56:46.545458"
"getMessages","29.17,28.87","8480","98900","2018-05-12 21:56:46.595770"
"getMessages","9.63,11.00","1080","31002","2018-05-12 21:56:46.646102"
"getMessages","9.51,32.87","4917","16686","2018-05-12 21:56:46.696417"
"getMessages","18.67,28.42","9569","21810","2018-05-12 21:56:46.746745"
"getMessages","30.23,2.58","7755","67554","2018-05-12 21:56:46.797056"
"getMessages","15.73,15.89","120","8140","2018-05-12 21:56:46.847366"
"postMessage","13.42,6.70","2142","65908","2018-05-12 21:56:46.897722"
"getMessages","2.01,10.75","7808","38603","2018-05-12 21:56:46.948085"
"getMessages","32.36,16.96","8280","31781","2018-05-12 21:56:46.998435"
"getMessages","8.34,13.49","7796","3855","2018-05-12 21:56:47.048799"
"getMessages","19.71,18.52","4365","8814","2018-05-12 21:56:47.099118"
"getMessages","19.40,2.37","6198","55241","2018-05-12 21:56:47.149452"
"postMessage","17.73,26.08","8985","37331","2018-05-12 21:56:47.199778"
"postMessage","8.30,26.74","1212","35897","2018-05-12 21:56:47.250097"
"getMessages","10.53,12.23","2362","92212","2018-05-12 21:56:47.300411"
"getMessages","24.78,5.29","2135","95048","2018-05-12 21:56:47.350733"
"getHot","25.19,7.06","3145","32750","2018-05-12 21:56:47.401056"
"getMessages","28.49,23.09","4609","37901","2018-05-12 21:56:47.451374"
"getMessages","21.86,9.23","9371","41559","2018-05-12 21:56:47.501710"
"postMessage","31.63,3.75","4953","73929","2018-05-12 21:56:47.552176"
"getMessages","6.07,1.26","914","88768","2018-05-12 21:56:47.602566"
"getMessages","20.50,28.95","4063","68604","2018-05-12 21:56:47.652963"
"getFeed","18.22,17.89","4397","25497","2018-05-12 21:56:47.703297"
"getMessages","9.00,6.52","7148","17064","2018-05-12 21:56:47.753628"
"getMessages","9.49,13.46","8824","12219","2018-05-12 21:56:47.803986"
"getHot","4.05,2.01","8178","66532","2018-05-12 21:56:47.854331"
"postMessage","14.40,3.26","6256","56204","2018-05-12 21:56:47.904720"
"getMessages","28.52,18.69","8755","38847","2018-05-12 21:56:47.955083"
"getMessages","1.77,3.79","7810","57600","2018-05-12 21:56:48.005453"
"getMessages","31.39,28.12","7885","4761","2018-05-12 21:56:48.055787"
"postMessage","21.49,5.49","8275","12689","2018-05-12 21:56:48.106101"
"getMessages","26.96,17.36","5282","94019","2018-05-12 21:56:48.156463"
"getMessages","26.04,25.29","7775","4547","2018-05-12 21:56:48.206818"
"getMessages","30.86,26.18","9447","98420","2018-05-12 21:56:48.257164"
"getMessages","4.51,20.34","640","7862","2018-05-12 21:56:48.307531"
"getFeed","1.90,10.68","6872","1082","2018-05-12 21:56:48.357893"
"postMessage","20.55,8.14","4891","92842","2018-05-12 21:56:48.408258"
"getFeed","25.07,15.18","654","4566","2018-05-12 21:56:48.458611"
"getMessages","15.59,28.70","7203","84650","2018-05-12 21:56:48.508960"
"getComments","5.96,30.28","3699","52862","2018-05-12 21:56:48.559299"
"getComments","17.07,14.49","3398","64418","2018-05-12 21:56:48.609626"
"getMessages","10.91,24.68","3574","89265","2018-05-12 21:56:48.659937"
"postComment","9.91,23.41","7389","55172","2018-05-12 21:56:48.710254"
"postMessage","15.26,23.44","486","82552","2018-05-12 21:56:48.760541"
"getMessages","25.18,29.68","4295","18899","2018-05-12 21:56:48.810863"
"postMessage","29.35,17.14","5963","54406","2018-05-12 21:56:48.861219"
"postMessage","4.03,18.66","1048","24130","2018-05-12 21:56:48.911533"
"getHot","14.52,24.69","2762","5297","2018-05-12 21:56:48.961972"
"getMessages","31.64,9.49","6325","88547","2018-05-12 21:56:49.012294"
"getMessages","31.68,18.78","8690","36779","2018-05-12 21:56:49.062668"
"getMessages","32.09,20.84","4451","6512","2018-05-12 21:56:49.113046"
"getMessages","4.14,22.58","4154","68646","2018-05-12 21:56:49.163433"
"postMessage","14.12,27.58","6191","71667","2018-05-12 21:56:49.213755"
"postMessage","18.24,26.05","377","13833","2018-05-12 21:56:49.264174"
"getMessages","18.42,10.81","9197","21355","2018-05-12 21:56:49.314577"
"getMessages","17.70,14.02","2545","29399","2018-05-12 21:56:49.364932"
"getMessages","24.05,27.42","2141","40598","2018-05-12 21:56:49.415423"
"getMessages","5.89,21.88","5831","78329","2018-05-12 21:56:49.465772"
"getMessages","4.19,29.84","6243","72585","2018-05-12 21:56:49.516113"
"postComment","32.85,28.81","9951","94660","2018-05-12 21:56:49.566504"
"getHot","26.58,15.57","8338","22174","2018-05-12 21:56:49.616851"
"getMessages","16.71,2.40","9937","1041","2018-05-12 21:56:49.667164"
"postMessage","25.62,14.02","2663","3706","2018-05-12 21:56:49.717526"
"getFeed","27.08,12.99","3036","25570","2018-05-12 21:56:49.767867"
"getMessages","20.64,28.08","5967","91302","2018-05-12 21:56:49.818189"
"getHot","8.29,15.47","6654","71131","2018-05-12 21:56:49.868531"
"getMessages","30.51,1.72","6692","88733","2018-05-12 21:56:49.918852"
"getMessages","12.86,17.09","7109","10661","2018-05-12 21:56:49.969195"
"getMessages","9.73,17.33","2011","45527","2018-05-12 21:56:50.019583"
"getMessages","21.39,6.54","8321","3335","2018-05-12 21:56:50.069970"
"getMessages","26.77,28.81","1664","27461","2018-05-12 21:56:50.120308"
"getFeed","16.02,32.77","6425","35697","2018-05-12 21:56:50.170689"
"getMessages","4.05,18.67","2057","84292","2018-05-12 21:56:50.221016"
"postMessage","22.33,3.80","176","18685","2018-05-12 21:56:50.271340"
"getMessages","1.09,1.87","5773","3918","2018-05-12 21:56:50.321752"
"getHot","10.93,5.38","7073","79111","2018-05-12 21:56:50.372149"
"getMessages","12.13,14.94","9953","24039","2018-05-12 21:56:50.422539"
"getMessages","9.88,3.68","6121","65920","2018-05-12 21:56:50.472855"
"getMessages","26.51,3.11","6128","19156","2018-05-12 21:56:50.523168"
"getMessages","7.94,16.17","6696","23226","2018-05-12 21:56:50.573514"
"postComment","7.88,21.66","7764","97314","2018-05-12 21:56:50.623833"
"getComments","17.61,30.13","2257","35706","2018-05-12 21:56:50.674210"
"getMessages","25.04,22.79","3890","95954","2018-05-12 21:56:50.724525"
"getMessages","31.93,27.06","5759","44921","2018-05-12 21:56:50.774836"
"getMessages","23.21,26.59","818","6026","2018-05-12 21:56:50.825165"
"getMessages","3.93,32.62","6150","58633","2018-05-12 21:56:50.875557"
"getComments","22.61,1.67","437","78733","2018-05-12 21:56:50.925987"
"getMessages","12.93,17.29","3771","75329","2018-05-12 21:56:50.976305"
"getFeed","24.67,22.88","1480","9562","2018-05-12 21:56:51.026618"
"postMessage","17.24,11.52","5096","31518","2018-05-12 21:56:51.076948"
"getMessages","4.08,17.35","3690","69864","2018-05-12 21:56:51.127292"
"getMessages","14.31,6.38","3066","65544","2018-05-12 21:56:51.177626"
"getMessages","17.55,28.56","621","62493","2018-05-12 21:56:51.228011"
"getFeed","13.16,25.29","8364","27083","2018-05-12 21:56:51.278428"
"getFeed","22.51,3.67","4341","32336","2018-05-12 21:56:51.328781"
"getComments","30.50,22.76","6193","43335","2018-05-12 21:56:51.379098"
"postMessage","23.64,31.01","2554","32383","2018-05-12 21:56:51.429421"
"postComment","12.90,20.22","423","49418","2018-05-12 21:56:51.479747"
"getMessages","5.17,32.43","7303","56771","2018-05-12 21:56:51.530076"
"postMessage","4.60,15.11","3030","55258","2018-05-12 21:56:51.580396"
"getMessages","2.43,24.45","9844","39817","2018-05-12 21:56:51.630727"
"postComment","4.88,29.20","541","98442","2018-05-12 21:56:51.681077"
"postComment","9.92,25.12","2312","10336","2018-05-12 21:56:51.731396"
"getMessages","1.86,24.55","2732","67298","2018-05-12 21:56:51.781776"
"postMessage","16.88,25.03","9041","58815","2018-05-12 21:56:51.832143"
"getMessages","24.15,15.49","1719","81502","2018-05-12 21:56:51.882582"
"getMessages","32.71,5.69","8692","51740","2018-05-12 21:56:51.932857"
"getMessages","15.30,5.38","6524","37028","2018-05-12 21:56:51.983217"
"postComment","21.09,11.45","7760","88544","2018-05-12 21:56:52.033582"
